#File	/home/pi/RbData/2018-03-20/POL2018-03-20_110452.dat
#Comments	Run 6/7, AOUT=312, temp=120.5,  Stepping temp from 135.5 to 115 in steps of 3, 500 mTorr, AOUT=312, pump=s+
#IonGauge(Torr):	3.52E-04
#CVGauge(N2)(Torr):	5.92E-01
#CVGauge(He)(Torr):	1.14E-03
#CURTEMP_R(degC):	120.500000
#SETTEMP_R(degC):	120.500000
#CURTEMP_T(degC):	149.899994
#SETTEMP_T(degC):	150.000000
#AOUT:	312
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.031007
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2843	-0.350513	0.001221	0.000000
20	2918	-0.351124	0.000611	0.104720
40	2764	-0.351734	0.000000	0.209440
60	2789	-0.350513	0.001221	0.314159
80	2751	-0.351124	0.000611	0.418879
100	2751	-0.351734	0.000000	0.523599
120	2806	-0.351734	0.000000	0.628319
140	2885	-0.351124	0.000611	0.733038
160	2804	-0.352345	0.000611	0.837758
180	2810	-0.351734	0.000000	0.942478
200	2825	-0.352345	0.000611	1.047198
220	2762	-0.352345	0.000611	1.151917
240	2852	-0.351734	0.000000	1.256637
260	2859	-0.352345	0.000611	1.361357
280	2804	-0.351734	0.000000	1.466077
300	2778	-0.351124	0.000611	1.570796
320	2770	-0.351124	0.000611	1.675516
340	2709	-0.351124	0.000611	1.780236
360	2708	-0.350513	0.000000	1.884956
380	2608	-0.349902	0.000611	1.989675
400	2556	-0.351124	0.000611	2.094395
420	2606	-0.350513	0.000000	2.199115
440	2610	-0.350513	0.001221	2.303835
460	2664	-0.351124	0.000611	2.408554
480	2688	-0.349902	0.001832	2.513274
500	2722	-0.350513	0.001221	2.617994
520	2726	-0.351734	0.000000	2.722714
540	2866	-0.351124	0.000611	2.827433
560	2855	-0.350513	0.001221	2.932153
580	2920	-0.351734	0.000000	3.036873
600	2831	-0.351124	0.000611	3.141593
620	2749	-0.349902	0.001832	3.246312
640	2868	-0.351124	0.000611	3.351032
660	2812	-0.352956	0.001221	3.455752
680	2763	-0.350513	0.001221	3.560472
700	2753	-0.351124	0.000611	3.665191
720	2739	-0.351734	0.000000	3.769911
740	2845	-0.349902	0.001832	3.874631
760	2760	-0.349292	0.001221	3.979351
780	2787	-0.351734	0.000000	4.084070
800	2790	-0.351124	0.000611	4.188790
820	2861	-0.349902	0.001832	4.293510
840	2840	-0.349902	0.000611	4.398230
860	2822	-0.350513	0.000000	4.502949
880	2790	-0.349902	0.000611	4.607669
900	2676	-0.348070	0.000000	4.712389
920	2710	-0.349902	0.000611	4.817109
940	2676	-0.349292	0.001221	4.921829
960	2587	-0.349292	0.001221	5.026548
980	2562	-0.348681	0.000611	5.131268
1000	2593	-0.350513	0.000000	5.235988
1020	2593	-0.349292	0.001221	5.340708
1040	2660	-0.349902	0.000611	5.445427
1060	2728	-0.351124	0.000611	5.550147
1080	2692	-0.349292	0.001221	5.654867
1100	2740	-0.349292	0.001221	5.759587
1120	2832	-0.348681	0.000611	5.864306
1140	2788	-0.348681	0.000611	5.969026
1160	2834	-0.348681	0.000611	6.073746
1180	2902	-0.347460	0.000611	6.178466
