#File	/home/pi/RbData/2018-03-20/POL2018-03-20_104637.dat
#Comments	Run 2/7, AOUT=312, temp=120.5,  Stepping temp from 135.5 to 115 in steps of 3, 500 mTorr, AOUT=312, pump=none
#IonGauge(Torr):	3.61E-04
#CVGauge(N2)(Torr):	5.99E-01
#CVGauge(He)(Torr):	1.18E-03
#CURTEMP_R(degC):	120.500000
#SETTEMP_R(degC):	120.500000
#CURTEMP_T(degC):	150.000000
#SETTEMP_T(degC):	150.000000
#AOUT:	312
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.031007
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2869	-0.355398	0.001221	0.000000
20	2733	-0.353566	0.001832	0.104720
40	2778	-0.354177	0.000000	0.209440
60	2758	-0.353566	0.000611	0.314159
80	2793	-0.352345	0.000611	0.418879
100	2744	-0.352345	0.000611	0.523599
120	2789	-0.354177	0.001221	0.628319
140	2647	-0.353566	0.000611	0.733038
160	2795	-0.354177	0.001221	0.837758
180	2777	-0.352345	0.000611	0.942478
200	2859	-0.353566	0.000611	1.047198
220	2795	-0.352956	0.001221	1.151917
240	2781	-0.351124	0.000611	1.256637
260	2818	-0.352345	0.000611	1.361357
280	2760	-0.352956	0.000000	1.466077
300	2776	-0.352345	0.000611	1.570796
320	2825	-0.353566	0.000611	1.675516
340	2771	-0.352345	0.000611	1.780236
360	2766	-0.352345	0.000611	1.884956
380	2645	-0.351124	0.000611	1.989675
400	2756	-0.352956	0.001221	2.094395
420	2643	-0.354177	0.000000	2.199115
440	2683	-0.351734	0.000000	2.303835
460	2676	-0.352345	0.000611	2.408554
480	2716	-0.352956	0.000000	2.513274
500	2806	-0.351734	0.000000	2.617994
520	2864	-0.351734	0.001221	2.722714
540	2828	-0.351734	0.000000	2.827433
560	2864	-0.352345	0.000611	2.932153
580	2837	-0.351734	0.000000	3.036873
600	2952	-0.351734	0.000000	3.141593
620	2886	-0.351734	0.000000	3.246312
640	2761	-0.351734	0.000000	3.351032
660	2780	-0.350513	0.000000	3.455752
680	2733	-0.351124	0.000611	3.560472
700	2800	-0.351734	0.000000	3.665191
720	2743	-0.351124	0.000611	3.769911
740	2651	-0.351734	0.000000	3.874631
760	2693	-0.351734	0.000000	3.979351
780	2783	-0.350513	0.001221	4.084070
800	2791	-0.351124	0.000611	4.188790
820	2927	-0.351734	0.000000	4.293510
840	2860	-0.351734	0.000000	4.398230
860	2782	-0.351734	0.000000	4.502949
880	2790	-0.351734	0.001221	4.607669
900	2700	-0.355398	0.003664	4.712389
920	2795	-0.354787	0.001832	4.817109
940	2850	-0.351734	0.000000	4.921829
960	2670	-0.353566	0.000611	5.026548
980	2747	-0.355398	0.001221	5.131268
1000	2707	-0.353566	0.000611	5.235988
1020	2805	-0.353566	0.000611	5.340708
1040	2847	-0.355398	0.001221	5.445427
1060	2706	-0.352956	0.001221	5.550147
1080	2709	-0.354177	0.001221	5.654867
1100	2802	-0.353566	0.000611	5.759587
1120	2988	-0.355398	0.001221	5.864306
1140	2864	-0.354177	0.001221	5.969026
1160	2959	-0.356009	0.000611	6.073746
1180	2890	-0.356619	0.000000	6.178466
