#File	/home/pi/RbData/2018-03-20/POL2018-03-20_110907.dat
#Comments	Run 7/7, AOUT=312, temp=120.5,  Stepping temp from 135.5 to 115 in steps of 3, 500 mTorr, AOUT=312, pump=s+
#IonGauge(Torr):	3.61E-04
#CVGauge(N2)(Torr):	5.92E-01
#CVGauge(He)(Torr):	1.16E-03
#CURTEMP_R(degC):	120.500000
#SETTEMP_R(degC):	120.500000
#CURTEMP_T(degC):	149.899994
#SETTEMP_T(degC):	150.000000
#AOUT:	312
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.031007
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2877	-0.351734	0.000000	0.000000
20	2783	-0.351734	0.000000	0.104720
40	2929	-0.351734	0.000000	0.209440
60	2918	-0.351734	0.000000	0.314159
80	2909	-0.351734	0.000000	0.418879
100	2834	-0.351734	0.000000	0.523599
120	2811	-0.352956	0.000000	0.628319
140	2737	-0.351124	0.000611	0.733038
160	2833	-0.350513	0.000000	0.837758
180	2899	-0.351734	0.000000	0.942478
200	2855	-0.351734	0.000000	1.047198
220	2943	-0.350513	0.001221	1.151917
240	2861	-0.351734	0.000000	1.256637
260	2840	-0.351124	0.000611	1.361357
280	2792	-0.351124	0.000611	1.466077
300	2720	-0.351734	0.000000	1.570796
320	2669	-0.351734	0.000000	1.675516
340	2558	-0.351124	0.000611	1.780236
360	2718	-0.351734	0.000000	1.884956
380	2603	-0.351734	0.000000	1.989675
400	2596	-0.352345	0.000611	2.094395
420	2692	-0.351734	0.000000	2.199115
440	2665	-0.350513	0.000000	2.303835
460	2634	-0.351124	0.000611	2.408554
480	2601	-0.351734	0.000000	2.513274
500	2730	-0.350513	0.000000	2.617994
520	2759	-0.350513	0.000000	2.722714
540	2867	-0.351734	0.000000	2.827433
560	2814	-0.351734	0.000000	2.932153
580	2973	-0.351124	0.000611	3.036873
600	2867	-0.351734	0.000000	3.141593
620	2936	-0.349292	0.001221	3.246312
640	2874	-0.350513	0.000000	3.351032
660	2785	-0.351124	0.000611	3.455752
680	2837	-0.351734	0.001221	3.560472
700	2896	-0.349902	0.001832	3.665191
720	2743	-0.351124	0.000611	3.769911
740	2749	-0.351124	0.000611	3.874631
760	2868	-0.349902	0.000611	3.979351
780	2774	-0.350513	0.001221	4.084070
800	2907	-0.349292	0.000000	4.188790
820	2838	-0.351124	0.000611	4.293510
840	2791	-0.351124	0.000611	4.398230
860	2876	-0.349902	0.000611	4.502949
880	2819	-0.351734	0.000000	4.607669
900	2823	-0.351124	0.000611	4.712389
920	2648	-0.349292	0.001221	4.817109
940	2701	-0.350513	0.000000	4.921829
960	2566	-0.351124	0.000611	5.026548
980	2589	-0.349902	0.000611	5.131268
1000	2568	-0.350513	0.001221	5.235988
1020	2651	-0.349292	0.001221	5.340708
1040	2619	-0.349292	0.001221	5.445427
1060	2747	-0.349292	0.000000	5.550147
1080	2749	-0.351124	0.000611	5.654867
1100	2670	-0.352956	0.003664	5.759587
1120	2774	-0.354177	0.002443	5.864306
1140	2803	-0.351734	0.000000	5.969026
1160	2883	-0.352956	0.001221	6.073746
1180	2898	-0.352345	0.000611	6.178466
