#File	/home/pi/RbData/2018-03-20/POL2018-03-20_111022.dat
#Comments	Run 7/7, AOUT=312, temp=120.5,  Stepping temp from 135.5 to 115 in steps of 3, 500 mTorr, AOUT=312, pump=s-
#IonGauge(Torr):	3.61E-04
#CVGauge(N2)(Torr):	5.92E-01
#CVGauge(He)(Torr):	1.16E-03
#CURTEMP_R(degC):	120.500000
#SETTEMP_R(degC):	120.500000
#CURTEMP_T(degC):	149.899994
#SETTEMP_T(degC):	150.000000
#AOUT:	312
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.031007
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2860	-0.352345	0.000611	0.000000
20	2784	-0.354177	0.001221	0.104720
40	2689	-0.352956	0.001221	0.209440
60	2818	-0.354177	0.000000	0.314159
80	2728	-0.353566	0.000611	0.418879
100	2737	-0.352956	0.001221	0.523599
120	2765	-0.355398	0.001221	0.628319
140	2742	-0.356619	0.000000	0.733038
160	2716	-0.354177	0.001221	0.837758
180	2741	-0.354177	0.000000	0.942478
200	2820	-0.354177	0.000000	1.047198
220	2875	-0.354787	0.000611	1.151917
240	2836	-0.354177	0.000000	1.256637
260	2808	-0.356009	0.001832	1.361357
280	2859	-0.356009	0.000611	1.466077
300	2915	-0.356009	0.000611	1.570796
320	2863	-0.356619	0.000000	1.675516
340	2778	-0.356619	0.000000	1.780236
360	2859	-0.355398	0.001221	1.884956
380	2790	-0.356009	0.000611	1.989675
400	2780	-0.356619	0.000000	2.094395
420	2760	-0.356619	0.000000	2.199115
440	2787	-0.355398	0.001221	2.303835
460	2806	-0.356009	0.000611	2.408554
480	2718	-0.355398	0.001221	2.513274
500	2845	-0.355398	0.000000	2.617994
520	2853	-0.354177	0.000000	2.722714
540	2843	-0.354177	0.000000	2.827433
560	2797	-0.352956	0.001221	2.932153
580	2867	-0.351734	0.000000	3.036873
600	2736	-0.352345	0.000611	3.141593
620	2820	-0.354177	0.000000	3.246312
640	2750	-0.353566	0.000611	3.351032
660	2734	-0.351734	0.000000	3.455752
680	2699	-0.352956	0.001221	3.560472
700	2688	-0.352345	0.001832	3.665191
720	2747	-0.352345	0.000611	3.769911
740	2632	-0.351734	0.000000	3.874631
760	2698	-0.353566	0.000611	3.979351
780	2728	-0.352345	0.000611	4.084070
800	2756	-0.351734	0.000000	4.188790
820	2779	-0.351734	0.000000	4.293510
840	2837	-0.351734	0.001221	4.398230
860	2742	-0.351124	0.000611	4.502949
880	2749	-0.352345	0.000611	4.607669
900	2800	-0.353566	0.000611	4.712389
920	2829	-0.351734	0.000000	4.817109
940	2837	-0.351734	0.000000	4.921829
960	2778	-0.351734	0.000000	5.026548
980	2707	-0.350513	0.001221	5.131268
1000	2677	-0.351124	0.000611	5.235988
1020	2692	-0.351734	0.000000	5.340708
1040	2705	-0.352956	0.000000	5.445427
1060	2748	-0.351734	0.000000	5.550147
1080	2780	-0.351124	0.000611	5.654867
1100	2769	-0.351734	0.000000	5.759587
1120	2869	-0.350513	0.000000	5.864306
1140	2919	-0.351124	0.000611	5.969026
1160	2801	-0.351124	0.000611	6.073746
1180	2856	-0.351734	0.000000	6.178466
