#File	/home/pi/RbData/2018-03-20/POL2018-03-20_105324.dat
#Comments	Run 3/7, AOUT=312, temp=120.5,  Stepping temp from 135.5 to 115 in steps of 3, 500 mTorr, AOUT=312, pump=s-
#IonGauge(Torr):	3.52E-04
#CVGauge(N2)(Torr):	5.92E-01
#CVGauge(He)(Torr):	1.13E-03
#CURTEMP_R(degC):	120.400002
#SETTEMP_R(degC):	120.500000
#CURTEMP_T(degC):	150.000000
#SETTEMP_T(degC):	150.000000
#AOUT:	312
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.031007
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2928	-0.360283	0.000000	0.000000
20	2879	-0.361505	0.000000	0.104720
40	2916	-0.361505	0.000000	0.209440
60	2811	-0.362115	0.001832	0.314159
80	2807	-0.362726	0.001221	0.418879
100	2799	-0.362115	0.000611	0.523599
120	2804	-0.361505	0.000000	0.628319
140	2703	-0.360283	0.001221	0.733038
160	2853	-0.363337	0.001832	0.837758
180	2928	-0.361505	0.000000	0.942478
200	2845	-0.363947	0.001221	1.047198
220	2967	-0.362726	0.001221	1.151917
240	2997	-0.364558	0.000611	1.256637
260	2928	-0.363337	0.000611	1.361357
280	2891	-0.361505	0.000000	1.466077
300	2943	-0.363337	0.000611	1.570796
320	2954	-0.363337	0.000611	1.675516
340	2897	-0.362115	0.000611	1.780236
360	2787	-0.363947	0.000000	1.884956
380	2810	-0.363947	0.000000	1.989675
400	2884	-0.362115	0.000611	2.094395
420	2786	-0.362115	0.000611	2.199115
440	2853	-0.362115	0.000611	2.303835
460	2791	-0.361505	0.000000	2.408554
480	2789	-0.362115	0.000611	2.513274
500	2885	-0.361505	0.000000	2.617994
520	2936	-0.361505	0.000000	2.722714
540	2941	-0.359062	0.001221	2.827433
560	2924	-0.360894	0.000611	2.932153
580	2895	-0.361505	0.000000	3.036873
600	2899	-0.362115	0.000611	3.141593
620	2840	-0.360894	0.000611	3.246312
640	2815	-0.360283	0.000000	3.351032
660	2807	-0.360894	0.000611	3.455752
680	2730	-0.359062	0.001221	3.560472
700	2720	-0.359062	0.002443	3.665191
720	2719	-0.360283	0.000000	3.769911
740	2755	-0.359673	0.001832	3.874631
760	2740	-0.359062	0.000000	3.979351
780	2825	-0.359673	0.000611	4.084070
800	2807	-0.360283	0.001221	4.188790
820	2839	-0.359062	0.001221	4.293510
840	2843	-0.358451	0.001832	4.398230
860	2864	-0.359673	0.000611	4.502949
880	2866	-0.358451	0.000611	4.607669
900	2896	-0.358451	0.000611	4.712389
920	2877	-0.359673	0.000611	4.817109
940	2861	-0.360894	0.000611	4.921829
960	2807	-0.360283	0.000000	5.026548
980	2750	-0.357230	0.000611	5.131268
1000	2773	-0.359062	0.001221	5.235988
1020	2742	-0.358451	0.001832	5.340708
1040	2875	-0.358451	0.000611	5.445427
1060	2883	-0.359062	0.001221	5.550147
1080	2826	-0.360283	0.000000	5.654867
1100	2869	-0.358451	0.000611	5.759587
1120	2983	-0.358451	0.000611	5.864306
1140	2837	-0.359673	0.000611	5.969026
1160	2879	-0.357841	0.000000	6.073746
1180	2948	-0.357841	0.000000	6.178466
