#File	/home/pi/RbData/2018-03-20/POL2018-03-20_110038.dat
#Comments	Run 5/7, AOUT=312, temp=120.5,  Stepping temp from 135.5 to 115 in steps of 3, 500 mTorr, AOUT=312, pump=s+
#IonGauge(Torr):	3.61E-04
#CVGauge(N2)(Torr):	5.99E-01
#CVGauge(He)(Torr):	1.16E-03
#CURTEMP_R(degC):	120.500000
#SETTEMP_R(degC):	120.500000
#CURTEMP_T(degC):	149.899994
#SETTEMP_T(degC):	150.000000
#AOUT:	312
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.031007
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2740	-0.348070	0.000000	0.000000
20	2772	-0.346849	0.000000	0.104720
40	2859	-0.346238	0.000611	0.209440
60	2851	-0.345628	0.001221	0.314159
80	2857	-0.349902	0.001832	0.418879
100	2755	-0.349902	0.003053	0.523599
120	2714	-0.348681	0.000611	0.628319
140	2675	-0.349292	0.001221	0.733038
160	2815	-0.347460	0.000611	0.837758
180	2814	-0.348681	0.000611	0.942478
200	2834	-0.348681	0.000611	1.047198
220	2842	-0.350513	0.000000	1.151917
240	2881	-0.349292	0.001221	1.256637
260	2806	-0.349292	0.000000	1.361357
280	2814	-0.348681	0.001832	1.466077
300	2759	-0.349292	0.001221	1.570796
320	2707	-0.349292	0.001221	1.675516
340	2823	-0.349902	0.000611	1.780236
360	2587	-0.349292	0.000000	1.884956
380	2588	-0.349292	0.000000	1.989675
400	2660	-0.348681	0.000611	2.094395
420	2684	-0.350513	0.001221	2.199115
440	2617	-0.348681	0.001832	2.303835
460	2674	-0.349292	0.000000	2.408554
480	2712	-0.349292	0.001221	2.513274
500	2772	-0.350513	0.001221	2.617994
520	2769	-0.348681	0.000611	2.722714
540	2877	-0.349292	0.001221	2.827433
560	2898	-0.348681	0.000611	2.932153
580	2752	-0.349292	0.001221	3.036873
600	2811	-0.348681	0.000611	3.141593
620	2786	-0.349292	0.000000	3.246312
640	2840	-0.351124	0.000611	3.351032
660	2848	-0.348681	0.000611	3.455752
680	2679	-0.349292	0.001221	3.560472
700	2727	-0.349292	0.000000	3.665191
720	2888	-0.349902	0.000611	3.769911
740	2755	-0.349292	0.000000	3.874631
760	2832	-0.347460	0.000611	3.979351
780	2871	-0.346849	0.000000	4.084070
800	2843	-0.346849	0.001221	4.188790
820	2754	-0.346849	0.001221	4.293510
840	2790	-0.347460	0.000611	4.398230
860	2781	-0.345017	0.000611	4.502949
880	2683	-0.345628	0.001221	4.607669
900	2669	-0.345628	0.001221	4.712389
920	2660	-0.344406	0.002443	4.817109
940	2674	-0.344406	0.000000	4.921829
960	2634	-0.345628	0.001221	5.026548
980	2520	-0.348070	0.000000	5.131268
1000	2660	-0.345628	0.000000	5.235988
1020	2597	-0.345017	0.000611	5.340708
1040	2583	-0.345017	0.000611	5.445427
1060	2711	-0.344406	0.002443	5.550147
1080	2661	-0.343185	0.000000	5.654867
1100	2761	-0.345017	0.000611	5.759587
1120	2721	-0.345628	0.002443	5.864306
1140	2757	-0.344406	0.001221	5.969026
1160	2758	-0.345017	0.000611	6.073746
1180	2822	-0.343796	0.000611	6.178466
