#File	/home/pi/RbData/2018-03-20/POL2018-03-20_104224.dat
#Comments	Run 1/7, AOUT=312, temp=120.5,  Stepping temp from 135.5 to 115 in steps of 3, 500 mTorr, AOUT=312, pump=none
#IonGauge(Torr):	3.61E-04
#CVGauge(N2)(Torr):	5.92E-01
#CVGauge(He)(Torr):	1.13E-03
#CURTEMP_R(degC):	120.500000
#SETTEMP_R(degC):	120.500000
#CURTEMP_T(degC):	150.000000
#SETTEMP_T(degC):	150.000000
#AOUT:	312
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.031007
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2825	-0.355398	0.001221	0.000000
20	2836	-0.355398	0.000000	0.104720
40	2715	-0.355398	0.001221	0.209440
60	2743	-0.355398	0.001221	0.314159
80	2763	-0.353566	0.000611	0.418879
100	2677	-0.354787	0.000611	0.523599
120	2814	-0.353566	0.000611	0.628319
140	2759	-0.352956	0.001221	0.733038
160	2788	-0.352956	0.001221	0.837758
180	2781	-0.353566	0.000611	0.942478
200	2822	-0.353566	0.000611	1.047198
220	2729	-0.351734	0.000000	1.151917
240	2786	-0.352956	0.000000	1.256637
260	2821	-0.352345	0.000611	1.361357
280	2893	-0.352345	0.000611	1.466077
300	2761	-0.352956	0.001221	1.570796
320	2806	-0.353566	0.000611	1.675516
340	2790	-0.352345	0.001832	1.780236
360	2766	-0.351734	0.000000	1.884956
380	2781	-0.353566	0.000611	1.989675
400	2702	-0.352345	0.000611	2.094395
420	2730	-0.351124	0.000611	2.199115
440	2649	-0.352345	0.000611	2.303835
460	2768	-0.352956	0.000000	2.408554
480	2806	-0.352956	0.001221	2.513274
500	2864	-0.352956	0.000000	2.617994
520	2915	-0.352345	0.000611	2.722714
540	2827	-0.352956	0.001221	2.827433
560	2959	-0.351734	0.000000	2.932153
580	2790	-0.351734	0.000000	3.036873
600	2870	-0.352956	0.001221	3.141593
620	2717	-0.351734	0.000000	3.246312
640	2767	-0.351734	0.000000	3.351032
660	2728	-0.351734	0.000000	3.455752
680	2782	-0.351734	0.000000	3.560472
700	2680	-0.349902	0.001832	3.665191
720	2724	-0.351734	0.000000	3.769911
740	2851	-0.352956	0.000000	3.874631
760	2746	-0.352345	0.001832	3.979351
780	2760	-0.351734	0.000000	4.084070
800	2803	-0.351734	0.000000	4.188790
820	2800	-0.351124	0.000611	4.293510
840	2900	-0.351124	0.000611	4.398230
860	2903	-0.351734	0.000000	4.502949
880	2915	-0.351734	0.000000	4.607669
900	2833	-0.351734	0.000000	4.712389
920	2748	-0.349902	0.000611	4.817109
940	2821	-0.351734	0.000000	4.921829
960	2732	-0.350513	0.000000	5.026548
980	2742	-0.349902	0.000611	5.131268
1000	2703	-0.351734	0.000000	5.235988
1020	2632	-0.351734	0.000000	5.340708
1040	2769	-0.351734	0.000000	5.445427
1060	2785	-0.351124	0.000611	5.550147
1080	2785	-0.350513	0.000000	5.654867
1100	2832	-0.349902	0.001832	5.759587
1120	2799	-0.350513	0.000000	5.864306
1140	2876	-0.351734	0.000000	5.969026
1160	2884	-0.351734	0.000000	6.073746
1180	2775	-0.351734	0.000000	6.178466
