#File	/home/pi/RbData/2018-03-20/POL2018-03-20_110336.dat
#Comments	Run 6/7, AOUT=312, temp=120.5,  Stepping temp from 135.5 to 115 in steps of 3, 500 mTorr, AOUT=312, pump=none
#IonGauge(Torr):	3.61E-04
#CVGauge(N2)(Torr):	5.92E-01
#CVGauge(He)(Torr):	1.16E-03
#CURTEMP_R(degC):	120.400002
#SETTEMP_R(degC):	120.500000
#CURTEMP_T(degC):	149.899994
#SETTEMP_T(degC):	150.000000
#AOUT:	312
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.031007
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2677	-0.348681	0.000611	0.000000
20	2824	-0.347460	0.000611	0.104720
40	2759	-0.349292	0.000000	0.209440
60	2728	-0.348070	0.000000	0.314159
80	2734	-0.348070	0.000000	0.418879
100	2719	-0.348681	0.000611	0.523599
120	2687	-0.347460	0.000611	0.628319
140	2756	-0.349292	0.000000	0.733038
160	2724	-0.348681	0.000611	0.837758
180	2751	-0.348681	0.000611	0.942478
200	2883	-0.348070	0.000000	1.047198
220	2759	-0.348070	0.000000	1.151917
240	2801	-0.347460	0.000611	1.256637
260	2794	-0.346238	0.000611	1.361357
280	2806	-0.348070	0.000000	1.466077
300	2731	-0.348070	0.000000	1.570796
320	2671	-0.348681	0.001832	1.675516
340	2786	-0.348681	0.000611	1.780236
360	2737	-0.348681	0.000611	1.884956
380	2731	-0.346849	0.000000	1.989675
400	2662	-0.347460	0.000611	2.094395
420	2700	-0.348070	0.000000	2.199115
440	2701	-0.348070	0.000000	2.303835
460	2754	-0.348070	0.001221	2.408554
480	2732	-0.347460	0.000611	2.513274
500	2764	-0.349292	0.001221	2.617994
520	2863	-0.347460	0.000611	2.722714
540	2855	-0.348070	0.000000	2.827433
560	2755	-0.349292	0.000000	2.932153
580	2798	-0.348681	0.000611	3.036873
600	2860	-0.349292	0.001221	3.141593
620	2764	-0.347460	0.000611	3.246312
640	2733	-0.348070	0.000000	3.351032
660	2676	-0.347460	0.000611	3.455752
680	2762	-0.347460	0.001832	3.560472
700	2667	-0.347460	0.001832	3.665191
720	2615	-0.349292	0.001221	3.769911
740	2699	-0.348070	0.001221	3.874631
760	2728	-0.348070	0.000000	3.979351
780	2671	-0.348070	0.000000	4.084070
800	2819	-0.346849	0.002443	4.188790
820	2787	-0.347460	0.000611	4.293510
840	2668	-0.347460	0.000611	4.398230
860	2806	-0.348681	0.000611	4.502949
880	2805	-0.347460	0.000611	4.607669
900	2715	-0.347460	0.000611	4.712389
920	2880	-0.349902	0.001832	4.817109
940	2680	-0.350513	0.001221	4.921829
960	2700	-0.349902	0.000611	5.026548
980	2700	-0.350513	0.001221	5.131268
1000	2600	-0.349902	0.000611	5.235988
1020	2718	-0.350513	0.000000	5.340708
1040	2768	-0.350513	0.001221	5.445427
1060	2729	-0.351124	0.000611	5.550147
1080	2739	-0.350513	0.001221	5.654867
1100	2764	-0.349902	0.000611	5.759587
1120	2774	-0.352345	0.000611	5.864306
1140	2844	-0.351734	0.000000	5.969026
1160	2820	-0.351734	0.000000	6.073746
1180	2850	-0.351734	0.000000	6.178466
