#File	/home/pi/RbData/2019-03-15/POL2019-03-15_185712.dat
#Comments	Run 1/2, AOUT=672, variac->14, nRb->6*^12, pRb->.4, AOUT->672, pump->s+, Run 2/3
#IonGauge(Torr):	2.25E-02
#CVGauge(N2)(Torr):	7.31E-02
#CVGauge(He)(Torr):	1.53E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	672
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	170
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	125	-1.587689e-01	-0.090909	0.000000
20	121	-1.758671e-01	0.043478	0.104720
40	122	-1.795310e-01	0.020833	0.209440
60	121	-1.722032e-01	0.032967	0.314159
80	125	-1.709819e-01	0.060606	0.418879
100	147	-1.709819e-01	0.003584	0.523599
120	115	-1.783097e-01	0.013889	0.628319
140	132	-1.673180e-01	-0.045296	0.733038
160	143	-1.624328e-01	-0.018450	0.837758
180	138	-1.722032e-01	0.018051	0.942478
200	116	-1.636541e-01	-0.028986	1.047198
220	128	-1.709819e-01	-0.000000	1.151917
240	120	-1.660967e-01	-0.055556	1.256637
260	131	-1.722032e-01	0.014388	1.361357
280	125	-1.722032e-01	-0.030928	1.466077
300	116	-1.758671e-01	0.017668	1.570796
320	113	-1.648754e-01	-0.028777	1.675516
340	111	-1.770884e-01	-0.000000	1.780236
360	129	-1.636541e-01	-0.035971	1.884956
380	102	-1.685393e-01	0.010989	1.989675
400	124	-1.734245e-01	-0.020690	2.094395
420	119	-1.685393e-01	0.007299	2.199115
440	122	-1.722032e-01	0.076336	2.303835
460	121	-1.783097e-01	0.057971	2.408554
480	146	-1.941866e-01	0.081633	2.513274
500	123	-1.831949e-01	0.030928	2.617994
520	129	-1.673180e-01	0.003663	2.722714
540	111	-1.844162e-01	0.013423	2.827433
560	130	-1.599902e-01	-0.033210	2.932153
580	124	-1.819736e-01	0.099631	3.036873
600	123	-1.844162e-01	0.010033	3.141593
620	121	-1.734245e-01	0.025271	3.246312
640	131	-1.685393e-01	-0.048276	3.351032
660	117	-1.612115e-01	-0.102041	3.455752
680	139	-1.746458e-01	-0.000000	3.560472
700	123	-1.673180e-01	-0.000000	3.665191
720	146	-1.758671e-01	-0.003460	3.769911
740	146	-1.648754e-01	0.058824	3.874631
760	134	-1.795310e-01	0.003413	3.979351
780	137	-1.441133e-01	-0.078125	4.084070
800	119	-1.709819e-01	-0.041096	4.188790
820	130	-1.856375e-01	0.041096	4.293510
840	122	-1.746458e-01	-0.052980	4.398230
860	127	-1.514411e-01	-0.057034	4.502949
880	125	-1.551050e-01	-0.062731	4.607669
900	158	-1.685393e-01	-0.014286	4.712389
920	126	-1.734245e-01	-0.006993	4.817109
940	122	-1.697606e-01	0.033457	4.921829
960	125	-1.831949e-01	0.079137	5.026548
980	119	-1.673180e-01	0.003663	5.131268
1000	120	-1.673180e-01	0.030075	5.235988
1020	116	-1.648754e-01	-0.062500	5.340708
1040	131	-1.722032e-01	-0.024221	5.445427
1060	145	-1.758671e-01	0.021277	5.550147
1080	117	-1.831949e-01	0.119403	5.654867
1100	129	-1.624328e-01	-0.032727	5.759587
1120	134	-1.746458e-01	0.055351	5.864306
1140	119	-1.636541e-01	0.055118	5.969026
1160	119	-1.807523e-01	0.013699	6.073746
1180	132	-1.734245e-01	-0.034014	6.178466
