#File	/home/pi/RbData/2019-03-15/POL2019-03-15_191412.dat
#Comments	Run 2/2, AOUT=528, variac->14, nRb->6*^12, pRb->.4, AOUT->528, pump->s-, Run 3/3
#IonGauge(Torr):	2.27E-02
#CVGauge(N2)(Torr):	7.27E-02
#CVGauge(He)(Torr):	1.50E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	528
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2828	-1.893014e-01	-0.025157	0.000000
20	2951	-1.905227e-01	-0.018868	0.104720
40	2807	-2.015144e-01	0.015385	0.209440
60	2799	-1.954079e-01	0.003135	0.314159
80	2731	-1.685393e-01	-0.064407	0.418879
100	2751	-1.856375e-01	0.006623	0.523599
120	2876	-1.917440e-01	-0.009464	0.628319
140	2859	-1.954079e-01	0.025641	0.733038
160	2738	-1.844162e-01	-0.025806	0.837758
180	2823	-1.941866e-01	-0.003135	0.942478
200	2878	-1.807523e-01	-0.023102	1.047198
220	2920	-1.856375e-01	-0.006536	1.151917
240	2981	-1.880801e-01	-0.009646	1.256637
260	2953	-1.954079e-01	0.012658	1.361357
280	3018	-1.880801e-01	-0.009646	1.466077
300	2971	-1.880801e-01	0.026667	1.570796
320	2949	-1.893014e-01	-0.031250	1.675516
340	2888	-1.941866e-01	0.015974	1.780236
360	2896	-1.929653e-01	0.006369	1.884956
380	2901	-1.880801e-01	0.013158	1.989675
400	2825	-2.015144e-01	0.015385	2.094395
420	2901	-1.929653e-01	0.012821	2.199115
440	2808	-1.905227e-01	-0.012658	2.303835
460	2848	-2.002931e-01	-0.006061	2.408554
480	2930	-1.819736e-01	-0.053968	2.513274
500	2872	-1.734245e-01	-0.037288	2.617994
520	2983	-1.868588e-01	0.058824	2.722714
540	2945	-1.844162e-01	-0.019481	2.827433
560	2980	-1.954079e-01	0.012658	2.932153
580	2890	-2.027357e-01	0.044025	3.036873
600	2894	-1.831949e-01	-0.022801	3.141593
620	2861	-1.929653e-01	0.012821	3.246312
640	3010	-1.856375e-01	-0.006536	3.351032
660	2837	-1.856375e-01	0.034014	3.455752
680	2748	-1.905227e-01	0.016287	3.560472
700	2881	-1.783097e-01	-0.020134	3.665191
720	2901	-1.844162e-01	-0.025806	3.769911
740	2836	-2.002931e-01	0.058065	3.874631
760	2866	-1.966292e-01	-0.033033	3.979351
780	2962	-2.002931e-01	0.044586	4.084070
800	2903	-2.137274e-01	0.041667	4.188790
820	2984	-1.954079e-01	0.003135	4.293510
840	2973	-1.819736e-01	-0.035599	4.398230
860	2956	-1.868588e-01	-0.009709	4.502949
880	2979	-1.929653e-01	0.003175	4.607669
900	2837	-2.015144e-01	0.047619	4.712389
920	3055	-1.905227e-01	0.061224	4.817109
940	2964	-2.002931e-01	0.041270	4.921829
960	2931	-1.795310e-01	-0.039216	5.026548
980	2847	-1.917440e-01	0.029508	5.131268
1000	2819	-1.783097e-01	-0.042623	5.235988
1020	2846	-1.905227e-01	0.006452	5.340708
1040	2881	-1.844162e-01	-0.050314	5.445427
1060	2914	-1.929653e-01	0.022654	5.550147
1080	2935	-1.978505e-01	0.031847	5.654867
1100	3031	-1.844162e-01	-0.016287	5.759587
1120	3035	-1.978505e-01	0.006211	5.864306
1140	3052	-1.929653e-01	0.016077	5.969026
1160	2893	-1.978505e-01	0.031847	6.073746
1180	3024	-1.868588e-01	-0.016077	6.178466
