#File	/home/pi/RbData/2019-03-15/POL2019-03-15_190750.dat
#Comments	Run 2/2, AOUT=528, variac->14, nRb->6*^12, pRb->.4, AOUT->528, pump->none, Run 2/3
#IonGauge(Torr):	2.33E-02
#CVGauge(N2)(Torr):	7.38E-02
#CVGauge(He)(Torr):	1.53E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	528
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	3011	-2.002931e-01	0.012346	0.000000
20	3014	-1.954079e-01	0.012658	0.104720
40	2980	-1.929653e-01	-0.018634	0.209440
60	3004	-1.966292e-01	-0.012270	0.314159
80	2927	-2.002931e-01	0.051282	0.418879
100	2864	-2.039570e-01	-0.000000	0.523599
120	2934	-2.039570e-01	0.021407	0.628319
140	2918	-1.880801e-01	-0.019108	0.733038
160	2992	-1.868588e-01	-0.022364	0.837758
180	2931	-2.112848e-01	0.039039	0.942478
200	2927	-1.770884e-01	-0.046053	1.047198
220	3059	-1.905227e-01	0.006452	1.151917
240	3050	-2.015144e-01	0.047619	1.256637
260	3072	-2.112848e-01	0.020649	1.361357
280	3004	-1.868588e-01	-0.028571	1.466077
300	2986	-2.149487e-01	0.053892	1.570796
320	2857	-2.149487e-01	0.060241	1.675516
340	2939	-1.941866e-01	0.035831	1.780236
360	2950	-1.954079e-01	-0.015385	1.884956
380	2965	-1.917440e-01	-0.033846	1.989675
400	2916	-2.039570e-01	0.040498	2.094395
420	2860	-1.905227e-01	0.003215	2.199115
440	2856	-1.978505e-01	-0.052632	2.303835
460	3044	-1.831949e-01	-0.038462	2.408554
480	3046	-1.807523e-01	-0.063291	2.513274
500	3004	-1.880801e-01	-0.055215	2.617994
520	3217	-2.149487e-01	0.008596	2.722714
540	3099	-1.929653e-01	0.009585	2.827433
560	3174	-2.027357e-01	-0.014837	2.932153
580	3115	-2.002931e-01	0.006135	3.036873
600	3095	-1.954079e-01	-0.027356	3.141593
620	3118	-2.051783e-01	0.040248	3.246312
640	3099	-2.002931e-01	0.021807	3.351032
660	2990	-2.125061e-01	0.020528	3.455752
680	3164	-2.100635e-01	0.014749	3.560472
700	3050	-2.063996e-01	-0.042493	3.665191
720	2977	-1.770884e-01	-0.055375	3.769911
740	3133	-2.100635e-01	0.036145	3.874631
760	3084	-2.161700e-01	0.069486	3.979351
780	3131	-1.978505e-01	-0.029940	4.084070
800	3166	-2.002931e-01	-0.023810	4.188790
820	3104	-2.088422e-01	-0.017241	4.293510
840	3160	-1.917440e-01	-0.036810	4.398230
860	3256	-2.198339e-01	0.022727	4.502949
880	3081	-1.990718e-01	0.041534	4.607669
900	3188	-2.027357e-01	0.018405	4.712389
920	3176	-2.125061e-01	0.014577	4.817109
940	3147	-2.112848e-01	0.023669	4.921829
960	3128	-1.941866e-01	-0.053571	5.026548
980	3100	-2.076209e-01	-0.014493	5.131268
1000	3134	-2.222765e-01	0.040000	5.235988
1020	3122	-1.978505e-01	-0.047059	5.340708
1040	3159	-2.308256e-01	0.044199	5.445427
1060	3182	-1.966292e-01	-0.033033	5.550147
1080	3093	-2.027357e-01	0.064103	5.654867
1100	3300	-2.271617e-01	0.056818	5.759587
1120	3254	-2.161700e-01	0.089231	5.864306
1140	3204	-2.051783e-01	0.002985	5.969026
1160	3188	-2.015144e-01	0.009174	6.073746
1180	3215	-2.186126e-01	-0.019178	6.178466
