#File	/home/pi/RbData/2019-03-15/POL2019-03-15_185558.dat
#Comments	Run 1/2, AOUT=672, variac->14, nRb->6*^12, pRb->.4, AOUT->672, pump->none, Run 2/3
#IonGauge(Torr):	2.42E-02
#CVGauge(N2)(Torr):	7.61E-02
#CVGauge(He)(Torr):	1.50E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	672
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	130	-1.880801e-01	-0.031447	0.000000
20	137	-1.941866e-01	0.067114	0.104720
40	137	-1.880801e-01	0.016502	0.209440
60	152	-1.795310e-01	0.013793	0.314159
80	133	-1.807523e-01	-0.026316	0.418879
100	132	-2.039570e-01	0.040498	0.523599
120	136	-1.893014e-01	0.040268	0.628319
140	133	-1.722032e-01	-0.090323	0.733038
160	124	-1.734245e-01	-0.020690	0.837758
180	136	-2.051783e-01	0.053292	0.942478
200	129	-1.807523e-01	-0.000000	1.047198
220	114	-1.575476e-01	-0.054945	1.151917
240	136	-1.929653e-01	0.046358	1.256637
260	155	-1.758671e-01	-0.052632	1.361357
280	129	-1.880801e-01	-0.003236	1.466077
300	115	-1.917440e-01	0.043189	1.570796
320	140	-1.856375e-01	0.009967	1.675516
340	148	-1.929653e-01	0.032680	1.780236
360	119	-1.783097e-01	-0.020134	1.884956
380	121	-1.917440e-01	0.029508	1.989675
400	131	-1.575476e-01	-0.104167	2.094395
420	149	-1.893014e-01	0.009772	2.199115
440	126	-1.758671e-01	-0.040000	2.303835
460	129	-1.917440e-01	0.036304	2.408554
480	125	-1.807523e-01	-0.013333	2.513274
500	133	-1.856375e-01	0.006623	2.617994
520	125	-1.880801e-01	0.016502	2.722714
540	129	-2.002931e-01	0.075410	2.827433
560	133	-1.905227e-01	0.012987	2.932153
580	140	-1.856375e-01	-0.003279	3.036873
600	116	-1.880801e-01	0.054795	3.141593
620	122	-1.819736e-01	-0.006667	3.246312
640	137	-1.783097e-01	0.006897	3.351032
660	106	-1.819736e-01	0.006757	3.455752
680	125	-1.990718e-01	0.009288	3.560472
700	171	-1.746458e-01	-0.077419	3.665191
720	152	-1.685393e-01	-0.089109	3.769911
740	116	-1.722032e-01	-0.007042	3.874631
760	150	-2.051783e-01	0.033846	3.979351
780	148	-1.880801e-01	0.037037	4.084070
800	122	-1.905227e-01	0.022951	4.188790
820	148	-1.831949e-01	-0.044586	4.293510
840	124	-1.990718e-01	0.061889	4.398230
860	115	-1.819736e-01	-0.016502	4.502949
880	142	-1.868588e-01	0.006579	4.607669
900	123	-1.978505e-01	0.038462	4.712389
920	142	-1.587689e-01	-0.094077	4.817109
940	124	-2.100635e-01	0.055215	4.921829
960	102	-1.746458e-01	-0.020548	5.026548
980	143	-1.917440e-01	0.016181	5.131268
1000	131	-1.807523e-01	-0.003367	5.235988
1020	152	-1.868588e-01	-0.028571	5.340708
1040	134	-1.893014e-01	0.006494	5.445427
1060	152	-1.734245e-01	-0.065789	5.550147
1080	120	-1.722032e-01	-0.017422	5.654867
1100	123	-1.880801e-01	0.044068	5.759587
1120	122	-1.917440e-01	0.016181	5.864306
1140	132	-1.783097e-01	0.010381	5.969026
1160	136	-1.868588e-01	0.023411	6.073746
1180	128	-1.795310e-01	0.010309	6.178466
