#File	/home/pi/RbData/2019-03-15/POL2019-03-15_190627.dat
#Comments	Run 2/2, AOUT=528, variac->14, nRb->6*^12, pRb->.4, AOUT->528, pump->s-, Run 1/3
#IonGauge(Torr):	2.23E-02
#CVGauge(N2)(Torr):	7.27E-02
#CVGauge(He)(Torr):	1.51E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	528
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	2822	-1.844162e-01	-0.022654	0.000000
20	2875	-1.807523e-01	-0.003367	0.104720
40	2863	-1.856375e-01	-0.003279	0.209440
60	2984	-1.807523e-01	-0.000000	0.314159
80	2970	-1.831949e-01	-0.032258	0.418879
100	2742	-1.905227e-01	0.012987	0.523599
120	2861	-1.880801e-01	0.033557	0.628319
140	2855	-1.660967e-01	-0.062069	0.733038
160	2982	-1.893014e-01	-0.003215	0.837758
180	3019	-1.917440e-01	0.086505	0.942478
200	3011	-2.015144e-01	0.050955	1.047198
220	2949	-1.954079e-01	0.052632	1.151917
240	3053	-1.905227e-01	-0.045872	1.256637
260	3019	-1.868588e-01	-0.009709	1.361357
280	3066	-1.954079e-01	-0.006211	1.466077
300	3089	-1.905227e-01	-0.000000	1.570796
320	3021	-1.868588e-01	0.016611	1.675516
340	2997	-2.015144e-01	0.071429	1.780236
360	3020	-1.807523e-01	-0.032680	1.884956
380	2898	-1.844162e-01	-0.065015	1.989675
400	2943	-1.966292e-01	-0.009231	2.094395
420	2939	-1.880801e-01	0.016502	2.199115
440	2899	-1.978505e-01	0.012500	2.303835
460	3189	-1.954079e-01	0.003135	2.408554
480	3088	-1.978505e-01	0.009346	2.513274
500	3097	-1.868588e-01	-0.019231	2.617994
520	2988	-1.990718e-01	-0.018072	2.722714
540	3076	-1.783097e-01	-0.042623	2.827433
560	3103	-1.954079e-01	0.015873	2.932153
580	3076	-1.831949e-01	-0.038462	3.036873
600	3081	-1.844162e-01	-0.000000	3.141593
620	2939	-1.880801e-01	-0.012821	3.246312
640	2881	-1.856375e-01	0.006623	3.351032
660	2891	-1.941866e-01	-0.015480	3.455752
680	2796	-1.954079e-01	0.012658	3.560472
700	2745	-1.893014e-01	0.006494	3.665191
720	2753	-1.648754e-01	-0.045936	3.769911
740	2768	-1.880801e-01	-0.006452	3.874631
760	2940	-1.856375e-01	0.009967	3.979351
780	2969	-1.868588e-01	0.003279	4.084070
800	2982	-1.819736e-01	0.027586	4.188790
820	2924	-1.722032e-01	-0.024221	4.293510
840	2967	-2.076209e-01	0.059190	4.398230
860	2976	-1.844162e-01	-0.016287	4.502949
880	2865	-1.697606e-01	-0.057627	4.607669
900	2991	-1.722032e-01	-0.030928	4.712389
920	2988	-1.929653e-01	-0.030675	4.817109
940	2822	-1.954079e-01	-0.006211	4.921829
960	2823	-1.819736e-01	-0.003344	5.026548
980	2829	-1.868588e-01	-0.012903	5.131268
1000	2904	-1.819736e-01	0.003367	5.235988
1020	2806	-1.954079e-01	0.063123	5.340708
1040	2831	-1.868588e-01	0.037288	5.445427
1060	2873	-1.905227e-01	-0.012658	5.550147
1080	2766	-1.954079e-01	0.042345	5.654867
1100	2792	-1.905227e-01	0.040000	5.759587
1120	2943	-1.880801e-01	-0.006452	5.864306
1140	2867	-1.758671e-01	-0.027027	5.969026
1160	2955	-1.807523e-01	0.003390	6.073746
1180	2849	-1.856375e-01	0.023569	6.178466
