#File	/home/pi/RbData/2019-03-15/POL2019-03-15_184409.dat
#Comments	Run 1/2, AOUT=528, variac->14, nRb->6*^12, pRb->.4, AOUT->528, pump->none, Run 2/3
#IonGauge(Torr):	2.38E-02
#CVGauge(N2)(Torr):	7.33E-02
#CVGauge(He)(Torr):	1.52E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	528
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	3756	-2.479238e-01	-0.009756	0.000000
20	3788	-2.638007e-01	-0.027027	0.104720
40	3686	-2.503664e-01	-0.012048	0.209440
60	3793	-2.564729e-01	0.016949	0.314159
80	3700	-2.332682e-01	-0.005208	0.418879
100	3706	-2.601368e-01	0.033981	0.523599
120	3683	-2.576942e-01	-0.000000	0.628319
140	3773	-2.528090e-01	-0.009569	0.733038
160	3645	-2.515877e-01	0.004878	0.837758
180	3784	-2.564729e-01	0.002387	0.942478
200	3858	-2.405960e-01	-0.043689	1.047198
220	3833	-2.467025e-01	-0.004926	1.151917
240	3996	-2.503664e-01	-0.019139	1.256637
260	3852	-2.638007e-01	0.004651	1.361357
280	3946	-2.515877e-01	-0.023697	1.466077
300	3812	-2.699072e-01	0.030303	1.570796
320	3727	-2.491451e-01	-0.014493	1.675516
340	3836	-2.601368e-01	-0.002342	1.780236
360	3745	-2.723498e-01	-0.002237	1.884956
380	3672	-2.564729e-01	-0.011765	1.989675
400	3805	-2.491451e-01	-0.051163	2.094395
420	3757	-2.467025e-01	-0.038095	2.199115
440	3790	-2.552516e-01	-0.034642	2.303835
460	3901	-2.625794e-01	0.007026	2.408554
480	3845	-2.686859e-01	0.055156	2.513274
500	3849	-2.601368e-01	-0.029613	2.617994
520	4028	-2.625794e-01	-0.004630	2.722714
540	4128	-2.613581e-01	0.019048	2.827433
560	3961	-2.650220e-01	0.011655	2.932153
580	3996	-2.625794e-01	-0.004630	3.036873
600	3918	-2.638007e-01	0.018868	3.141593
620	3916	-2.723498e-01	0.013636	3.246312
640	3886	-2.589155e-01	-0.023041	3.351032
660	3950	-2.857841e-01	0.035398	3.455752
680	3983	-2.613581e-01	-0.016092	3.560472
700	3714	-2.442599e-01	-0.033816	3.665191
720	3814	-2.686859e-01	0.009174	3.769911
740	3827	-2.430386e-01	-0.045564	3.874631
760	3765	-2.491451e-01	-0.016867	3.979351
780	3866	-2.662433e-01	-0.009091	4.084070
800	3850	-2.369321e-01	-0.076190	4.188790
820	3844	-2.674646e-01	0.033019	4.293510
840	3778	-2.686859e-01	0.018519	4.398230
860	3781	-2.686859e-01	0.020882	4.502949
880	3832	-2.662433e-01	0.016317	4.607669
900	3820	-2.625794e-01	0.080402	4.712389
920	3813	-2.308256e-01	-0.035714	4.817109
940	3722	-2.491451e-01	-0.002445	4.921829
960	3746	-2.418173e-01	-0.027027	5.026548
980	3695	-2.467025e-01	0.025381	5.131268
1000	3648	-2.601368e-01	0.024038	5.235988
1020	3664	-2.515877e-01	-0.026005	5.340708
1040	3629	-2.772350e-01	0.046083	5.445427
1060	3618	-2.589155e-01	0.002364	5.550147
1080	3668	-2.564729e-01	-0.000000	5.654867
1100	3717	-2.589155e-01	0.009524	5.759587
1120	3806	-2.540303e-01	0.009709	5.864306
1140	3878	-2.686859e-01	0.060241	5.969026
1160	3712	-2.564729e-01	-0.027778	6.073746
1180	3838	-2.430386e-01	0.015306	6.178466
