#File	/home/pi/RbData/2019-03-15/POL2019-03-15_191018.dat
#Comments	Run 2/2, AOUT=528, variac->14, nRb->6*^12, pRb->.4, AOUT->528, pump->s-, Run 2/3
#IonGauge(Torr):	2.22E-02
#CVGauge(N2)(Torr):	7.26E-02
#CVGauge(He)(Torr):	1.55E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	528
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	3524	-2.332682e-01	0.021390	0.000000
20	3367	-2.259404e-01	-0.010695	0.104720
40	3385	-2.149487e-01	-0.032967	0.209440
60	3410	-2.247191e-01	-0.002710	0.314159
80	3311	-2.161700e-01	-0.035422	0.418879
100	3299	-2.222765e-01	-0.016216	0.523599
120	3309	-2.320469e-01	-0.002625	0.628319
140	3351	-2.467025e-01	-0.007371	0.733038
160	3506	-2.210552e-01	-0.002755	0.837758
180	3453	-2.173913e-01	-0.019284	0.942478
200	3498	-2.418173e-01	0.039370	1.047198
220	3492	-2.308256e-01	0.032787	1.151917
240	3623	-2.418173e-01	0.017995	1.256637
260	3410	-2.296043e-01	0.008043	1.361357
280	3478	-2.430386e-01	0.047368	1.466077
300	3522	-2.503664e-01	0.022444	1.570796
320	3338	-2.210552e-01	-0.032086	1.675516
340	3441	-2.198339e-01	-0.055118	1.780236
360	3359	-2.308256e-01	-0.015625	1.884956
380	3347	-2.308256e-01	0.010695	1.989675
400	3338	-2.137274e-01	-0.016854	2.094395
420	3375	-2.271617e-01	0.019178	2.199115
440	3311	-2.247191e-01	0.016575	2.303835
460	3294	-2.198339e-01	-0.029650	2.408554
480	3326	-2.137274e-01	0.014493	2.513274
500	3408	-2.222765e-01	-0.005464	2.617994
520	3368	-2.198339e-01	0.022727	2.722714
540	3305	-2.234978e-01	0.039773	2.827433
560	3294	-2.161700e-01	0.038123	2.932153
580	3351	-2.076209e-01	-0.028571	3.036873
600	3177	-2.198339e-01	-0.013699	3.141593
620	3180	-2.063996e-01	0.043210	3.246312
640	3130	-2.051783e-01	0.012048	3.351032
660	3131	-2.173913e-01	0.022989	3.455752
680	3116	-2.063996e-01	-0.020290	3.560472
700	3033	-2.002931e-01	0.009231	3.665191
720	2994	-1.807523e-01	-0.051282	3.769911
740	3049	-2.088422e-01	-0.008696	3.874631
760	3003	-2.002931e-01	-0.009063	3.979351
780	3084	-2.039570e-01	-0.017647	4.084070
800	3129	-1.990718e-01	0.009288	4.188790
820	3090	-2.149487e-01	0.032258	4.293510
840	3093	-2.027357e-01	0.031056	4.398230
860	3173	-2.173913e-01	0.040936	4.502949
880	3143	-1.966292e-01	-0.027190	4.607669
900	3170	-2.027357e-01	-0.008955	4.712389
920	3093	-2.210552e-01	0.037249	4.817109
940	2963	-1.917440e-01	0.012903	4.921829
960	3038	-1.954079e-01	-0.030303	5.026548
980	3108	-2.002931e-01	-0.035294	5.131268
1000	2949	-1.954079e-01	0.038961	5.235988
1020	2937	-2.015144e-01	-0.000000	5.340708
1040	2891	-2.125061e-01	0.048193	5.445427
1060	2935	-1.905227e-01	0.003215	5.550147
1080	2924	-1.734245e-01	-0.053333	5.654867
1100	3014	-1.978505e-01	-0.003077	5.759587
1120	3042	-2.039570e-01	0.060317	5.864306
1140	3060	-2.076209e-01	0.033435	5.969026
1160	3042	-1.880801e-01	0.026667	6.073746
1180	2978	-2.112848e-01	0.105431	6.178466
