#File	/home/pi/RbData/2019-03-15/POL2019-03-15_185955.dat
#Comments	Run 1/2, AOUT=672, variac->14, nRb->6*^12, pRb->.4, AOUT->672, pump->none, Run 3/3
#IonGauge(Torr):	2.43E-02
#CVGauge(N2)(Torr):	7.52E-02
#CVGauge(He)(Torr):	1.52E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	672
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	151	-1.954079e-01	-0.021407	0.000000
20	146	-1.966292e-01	0.025478	0.104720
40	127	-1.954079e-01	0.032258	0.209440
60	148	-1.905227e-01	-0.012658	0.314159
80	119	-1.941866e-01	-0.003135	0.418879
100	159	-1.819736e-01	-0.022951	0.523599
120	148	-2.002931e-01	0.031447	0.628319
140	141	-1.868588e-01	-0.052632	0.733038
160	149	-2.015144e-01	0.015385	0.837758
180	129	-1.856375e-01	-0.025641	0.942478
200	110	-1.929653e-01	-0.012500	1.047198
220	138	-1.844162e-01	-0.006579	1.151917
240	131	-1.868588e-01	-0.022364	1.256637
260	113	-1.807523e-01	-0.023102	1.361357
280	127	-1.856375e-01	-0.000000	1.466077
300	153	-1.831949e-01	0.056338	1.570796
320	131	-1.734245e-01	-0.043771	1.675516
340	142	-1.795310e-01	-0.032895	1.780236
360	112	-1.905227e-01	0.022951	1.884956
380	143	-1.868588e-01	-0.012903	1.989675
400	131	-2.039570e-01	0.056962	2.094395
420	126	-1.660967e-01	-0.058824	2.199115
440	128	-1.807523e-01	-0.000000	2.303835
460	129	-1.734245e-01	-0.030717	2.408554
480	111	-1.880801e-01	0.019868	2.513274
500	134	-1.856375e-01	-0.006536	2.617994
520	95	-2.002931e-01	0.021807	2.722714
540	122	-1.819736e-01	0.003367	2.827433
560	146	-1.856375e-01	-0.006536	2.932153
580	114	-1.709819e-01	-0.031142	3.036873
600	129	-1.795310e-01	0.020833	3.141593
620	119	-1.783097e-01	-0.033113	3.246312
640	138	-1.856375e-01	0.023569	3.351032
660	110	-1.880801e-01	0.054795	3.455752
680	128	-1.734245e-01	-0.074919	3.560472
700	144	-1.831949e-01	-0.038462	3.665191
720	147	-1.831949e-01	0.003344	3.769911
740	128	-1.856375e-01	-0.016181	3.874631
760	135	-1.697606e-01	-0.038062	3.979351
780	151	-1.880801e-01	0.006536	4.084070
800	130	-1.880801e-01	0.047619	4.188790
820	139	-1.905227e-01	0.006452	4.293510
840	126	-1.758671e-01	0.010526	4.398230
860	103	-1.807523e-01	0.042254	4.502949
880	138	-1.893014e-01	-0.015873	4.607669
900	119	-1.844162e-01	0.034247	4.712389
920	121	-1.844162e-01	0.016835	4.817109
940	132	-1.868588e-01	0.003279	4.921829
960	128	-1.929653e-01	0.046358	5.026548
980	130	-1.685393e-01	-0.061224	5.131268
1000	125	-1.807523e-01	0.013699	5.235988
1020	144	-1.905227e-01	0.022951	5.340708
1040	122	-1.844162e-01	-0.016287	5.445427
1060	124	-1.819736e-01	-0.035599	5.550147
1080	136	-1.880801e-01	-0.043478	5.654867
1100	125	-1.880801e-01	0.033557	5.759587
1120	138	-1.807523e-01	-0.010033	5.864306
1140	122	-1.783097e-01	0.006897	5.969026
1160	129	-1.819736e-01	-0.035599	6.073746
1180	145	-1.880801e-01	0.019868	6.178466
