#File	/home/pi/RbData/2019-03-15/POL2019-03-15_184016.dat
#Comments	Run 1/2, AOUT=528, variac->14, nRb->6*^12, pRb->.4, AOUT->528, pump->none, Run 1/3
#IonGauge(Torr):	2.31E-02
#CVGauge(N2)(Torr):	7.34E-02
#CVGauge(He)(Torr):	1.51E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	528
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	3302	1.983390e+00	1.276104	0.000000
20	3440	-2.112848e-01	-0.022599	0.104720
40	3255	-2.259404e-01	0.022099	0.209440
60	3380	-2.271617e-01	0.078261	0.314159
80	3242	-2.247191e-01	-0.000000	0.418879
100	3250	-2.125061e-01	0.051360	0.523599
120	3204	-2.112848e-01	-0.028090	0.628319
140	3355	-2.149487e-01	-0.014006	0.733038
160	3244	-2.137274e-01	0.008646	0.837758
180	3255	-2.100635e-01	-0.036415	0.942478
200	3257	-2.222765e-01	0.031161	1.047198
220	3372	-2.076209e-01	-0.017341	1.151917
240	3372	-2.076209e-01	-0.060773	1.256637
260	3394	-2.308256e-01	0.010695	1.361357
280	3356	-2.442599e-01	0.063830	1.466077
300	3323	-2.125061e-01	-0.033333	1.570796
320	3220	-1.954079e-01	-0.088319	1.675516
340	3258	-1.954079e-01	-0.072464	1.780236
360	3266	-2.222765e-01	0.025352	1.884956
380	3261	-2.259404e-01	0.002710	1.989675
400	3349	-2.210552e-01	0.008357	2.094395
420	3306	-2.430386e-01	0.036458	2.199115
440	3263	-2.259404e-01	-0.013333	2.303835
460	3364	-2.503664e-01	-0.000000	2.408554
480	3455	-2.259404e-01	0.005435	2.513274
500	3378	-2.332682e-01	-0.023018	2.617994
520	3551	-2.259404e-01	-0.008043	2.722714
540	3464	-2.296043e-01	-0.013123	2.827433
560	3407	-2.491451e-01	0.009901	2.932153
580	3574	-2.234978e-01	0.008264	3.036873
600	3474	-2.149487e-01	-0.053763	3.141593
620	3327	-2.173913e-01	-0.024658	3.246312
640	3490	-2.332682e-01	-0.002611	3.351032
660	3393	-2.308256e-01	0.024390	3.455752
680	3363	-2.430386e-01	0.017903	3.560472
700	3333	-2.320469e-01	-0.020619	3.665191
720	3347	-2.344895e-01	-0.027848	3.769911
740	3447	-2.467025e-01	0.043928	3.874631
760	3400	-2.259404e-01	-0.018568	3.979351
780	3392	-2.332682e-01	0.005263	4.084070
800	3507	-2.357108e-01	0.018470	4.188790
820	3483	-2.540303e-01	0.009709	4.293510
840	3541	-2.369321e-01	0.021053	4.398230
860	3593	-2.344895e-01	-0.000000	4.502949
880	3439	-2.308256e-01	0.016129	4.607669
900	3442	-2.405960e-01	0.045093	4.712389
920	3494	-2.308256e-01	0.013405	4.817109
940	3408	-2.430386e-01	-0.017284	4.921829
960	3406	-2.430386e-01	0.047368	5.026548
980	3459	-2.320469e-01	-0.007833	5.131268
1000	3343	-2.198339e-01	-0.024390	5.235988
1020	3467	-2.247191e-01	-0.023873	5.340708
1040	3364	-2.405960e-01	0.020725	5.445427
1060	3414	-2.222765e-01	-0.024129	5.550147
1080	3418	-2.259404e-01	-0.000000	5.654867
1100	3546	-2.381534e-01	0.037234	5.759587
1120	3430	-2.259404e-01	0.022099	5.864306
1140	3567	-2.491451e-01	0.051546	5.969026
1160	3366	-2.320469e-01	-0.028133	6.073746
1180	3551	-2.369321e-01	0.045822	6.178466
