#File	/home/pi/RbData/2019-03-15/POL2019-03-15_184246.dat
#Comments	Run 1/2, AOUT=528, variac->14, nRb->6*^12, pRb->.4, AOUT->528, pump->s-, Run 1/3
#IonGauge(Torr):	2.27E-02
#CVGauge(N2)(Torr):	7.28E-02
#CVGauge(He)(Torr):	1.50E-03
#CURTEMP_R(degC):	-1.000000
#SETTEMP_R(degC):	-1.000000
#CURTEMP_T(degC):	-1.000000
#SETTEMP_T(degC):	-1.000000
#Voltage_He:	528
#LEAKCURR:	0.000000
#SCALE:	6
#AOUTCONV:	0.062140
#REV:	1
#DATAPPR:	60
#STPPERREV:	1200
#DATPTS:	60
#DWELL(s):	1
#QWP(STEP):	082
STEP	COUNT	CURRENT	CURRENTsd	ANGLE
0	3934	-2.601368e-01	0.021583	0.000000
20	3898	-2.674646e-01	-0.020134	0.104720
40	3777	-2.552516e-01	0.009662	0.209440
60	3881	-2.515877e-01	-0.000000	0.314159
80	3901	-2.576942e-01	-0.004717	0.418879
100	3845	-2.503664e-01	-0.026128	0.523599
120	3786	-2.699072e-01	0.013761	0.628319
140	3849	-2.589155e-01	0.004739	0.733038
160	3853	-2.552516e-01	-0.002387	0.837758
180	3779	-2.784563e-01	0.004405	0.942478
200	3848	-2.662433e-01	0.006928	1.047198
220	3758	-2.589155e-01	-0.007026	1.151917
240	3897	-2.674646e-01	0.035461	1.256637
260	3878	-2.528090e-01	-0.007194	1.361357
280	3924	-2.503664e-01	-0.016787	1.466077
300	3835	-2.589155e-01	-0.004695	1.570796
320	3829	-2.589155e-01	0.024155	1.675516
340	3796	-2.491451e-01	-0.009709	1.780236
360	3734	-2.528090e-01	-0.011933	1.884956
380	3598	-2.686859e-01	0.035294	1.989675
400	3672	-2.540303e-01	0.007264	2.094395
420	3648	-2.418173e-01	0.005076	2.199115
440	3692	-2.357108e-01	-0.010256	2.303835
460	3729	-2.589155e-01	0.046914	2.408554
480	3749	-2.296043e-01	-0.060000	2.513274
500	3711	-2.296043e-01	-0.020833	2.617994
520	3710	-2.528090e-01	0.019704	2.722714
540	3731	-2.418173e-01	-0.029412	2.827433
560	3726	-2.442599e-01	0.002506	2.932153
580	3840	-2.467025e-01	-0.007371	3.036873
600	3723	-2.393747e-01	-0.012594	3.141593
620	3664	-2.173913e-01	-0.077720	3.246312
640	3616	-2.369321e-01	-0.005128	3.351032
660	3564	-2.308256e-01	-0.040609	3.455752
680	3734	-2.491451e-01	-0.012107	3.560472
700	3557	-2.674646e-01	0.035461	3.665191
720	3534	-2.491451e-01	-0.009709	3.769911
740	3484	-2.442599e-01	0.020408	3.874631
760	3485	-2.454812e-01	0.002494	3.979351
780	3686	-2.369321e-01	-0.030000	4.084070
800	3623	-2.369321e-01	0.018373	4.188790
820	3724	-2.479238e-01	-0.000000	4.293510
840	3669	-2.296043e-01	0.005348	4.398230
860	3694	-2.442599e-01	0.002506	4.502949
880	3749	-2.296043e-01	-0.035897	4.607669
900	3680	-2.442599e-01	0.007557	4.712389
920	3589	-2.344895e-01	-0.017903	4.817109
940	3603	-2.393747e-01	0.002558	4.921829
960	3600	-2.137274e-01	-0.027778	5.026548
980	3533	-2.454812e-01	-0.000000	5.131268
1000	3543	-2.601368e-01	0.031477	5.235988
1020	3499	-2.344895e-01	0.002611	5.340708
1040	3618	-2.442599e-01	0.028278	5.445427
1060	3678	-2.393747e-01	0.018182	5.550147
1080	3641	-2.283830e-01	-0.023499	5.654867
1100	3599	-2.393747e-01	0.002558	5.759587
1120	3642	-2.467025e-01	-0.012225	5.864306
1140	3600	-2.247191e-01	-0.021277	5.969026
1160	3694	-2.393747e-01	-0.000000	6.073746
1180	3743	-2.320469e-01	0.005291	6.178466
